index_cafeteria,cafeteria_name,menu_name,menu_price,label
9174.0,뼈다귀천국,감자탕 (소),"22,000                            ",중식
9182.0,품애,,,
9183.0,팔도한방오리,황토진흙오리구이,"70,000                            ",양식
9183.0,팔도한방오리,훈제오리바베큐,"65,000                            ",고기/구이
9183.0,팔도한방오리,회전오리구이(한마리),"59,000                            ",고기/구이
9192.0,육림객잔,갈비짬뽕,"10,800                            ",고기/구이
9192.0,육림객잔,짜장면,"6,800                            ",중식
9192.0,육림객잔,우삼겹 마라짬뽕,"9,800                            ",중식
9194.0,내린천,갈비살 (150g),"18,000                            ",고기/구이
9194.0,내린천,차돌박이 (150g),"16,000                            ",고기/구이
9194.0,내린천,생삼겹살 (200g),"16,000                            ",고기/구이
9195.0,구라닭,김미바삭,"19,900                            ",중식
9195.0,구라닭,씬 후라이드,"17,900                            ",치킨
9195.0,구라닭,블랙알리오,"19,900                            ",백반
9207.0,바다해물찜감자탕,,,
9209.0,가마솥순대국(애막골점),모듬순대,"10,000                            ",회
9209.0,가마솥순대국(애막골점),순대국,"7,000                            ",국밥
9209.0,가마솥순대국(애막골점),돼지국밥,"7,000                            ",국밥
9210.0,시골촌두부,,,
9213.0,구르메,돈까스간장계란덮밥,"5,900                            ",족발/보쌈
9213.0,구르메,소고기덮밥,"6,900                            ",국밥
9213.0,구르메,새우튀김간장계란덮밥,"7,900                            ",중식
9215.0,우리식당,,,
9216.0,푸드엠에이,,,
9217.0,기륜각,짜장면,"7,000                            ",중식
9217.0,기륜각,해물짬뽕,"9,500                            ",중식
9217.0,기륜각,차돌박이짬뽕,"9,500                            ",고기/구이
9218.0,그린닭갈비,닭갈비 (1인분),"11,000                            ",고기/구이
9218.0,그린닭갈비,막국수,"7,000                            ",국수
9218.0,그린닭갈비,감자전,"10,000                            ",양식
9230.0,니하오양꼬치,양꼬치 (1인분),"11,000                            ",분식
9230.0,니하오양꼬치,꿔보러우,"15,000                            ",분식
9230.0,니하오양꼬치,훠궈,"38,000                            ",양식
9236.0,청평미가,갈매기살(200g),"12,000                            ",고기/구이
9236.0,청평미가,생삼겹살(200g),"11,000                            ",고기/구이
9236.0,청평미가,제육볶음(200g),"10,000                            ",고기/구이
9237.0,순이네,닭볶음탕,"28,000                            ",치킨
9237.0,순이네,순살닭볶음탕,"30,000                            ",치킨
9237.0,순이네,순이네 찜닭,"28,000                            ",고기/구이
9238.0,bhc애막골점,마법클 한마리,"21,000                            ",치킨
9238.0,bhc애막골점,더블팝 순살 양념,"23,000                            ",고기/구이
9238.0,bhc애막골점,HOT 후라이드 콤보,"20,000                            ",치킨
9254.0,중화루,점심특선 (1인),"13,000                            ",양식
9254.0,중화루,아몬드유린기,"25,000                            ",양식
9254.0,중화루,찹쌀탕수육,"20,000                            ",국밥
9260.0,길림성,,,
9261.0,씨씨알호프,쥐포,,고기/구이
9261.0,씨씨알호프,아이스황도,,분식
9261.0,씨씨알호프,용대리먹태,,양식
9269.0,미가,특수부위(150g),"38,000                            ",양식
9269.0,미가,갈비살(150g),"28,000                            ",고기/구이
9269.0,미가,양념갈비살(180g),"30,000                            ",고기/구이
9272.0,번개치킨,후라이드,,치킨
9272.0,번개치킨,반반치킨,,백반
9272.0,번개치킨,양념치킨,,치킨
9273.0,써니7080,,,
9278.0,청사초롱,,,
9295.0,형제반점,콩국수,"7,000                            ",국수
9295.0,형제반점,비빔국수,"6,000                            ",국수
9295.0,형제반점,물냉면,"6,000                            ",양식
9296.0,은하식당,,,
9301.0,효자동해물칼국수,,,
9302.0,남도영양탕,,,
9303.0,로맨스호프,,,
9304.0,(주)호반월드,,,
9305.0,진미닭갈비본점,닭갈비 (1인분),"14,000                            ",고기/구이
9305.0,진미닭갈비본점,닭내장,"14,000                            ",치킨
9305.0,진미닭갈비본점,볶음밥,"3,000                            ",양식
9306.0,파라다이스,,,
9311.0,김밥천국,라면,,국수
9311.0,김밥천국,덮밥류,,양식
9311.0,김밥천국,김밥,,양식
9319.0,리얼전,동태전,"6,000                            ",회
9319.0,리얼전,감자전,"6,000                            ",양식
9319.0,리얼전,두부구이,"6,000                            ",양식
9320.0,꼬꼬랑꼬치랑,양념치킨,"15,000                            ",치킨
9320.0,꼬꼬랑꼬치랑,간장치킨,"15,000                            ",치킨
9320.0,꼬꼬랑꼬치랑,매운양념,"15,000                            ",양식
9321.0,애막골진미감자탕,,,
9327.0,예술관,,,
9328.0,남부순대국,순대국,"8,000                            ",국밥
9328.0,남부순대국,술국,"11,000                            ",양식
9328.0,남부순대국,콩나물해장국,"7,000                            ",국밥
9332.0,페리카나팔호광장점,후라이드,,치킨
9332.0,페리카나팔호광장점,양념치킨,,치킨
9332.0,페리카나팔호광장점,반반치킨,,백반
9336.0,행복한두부,두부전골,"9,000                            ",양식
9336.0,행복한두부,두부버섯전골,"10,000                            ",양식
9336.0,행복한두부,두부해물전골,"13,000                            ",양식
9337.0,신마포갈매기(강원대점),마포갈매기,"7,900                            ",양식
9337.0,신마포갈매기(강원대점),양념갈매기,"7,900                            ",국수
9337.0,신마포갈매기(강원대점),매콤갈매기,"8,500                            ",양식
9338.0,활어포차본점,모둠회,,회
9338.0,활어포차본점,광어,,회
9338.0,활어포차본점,도미,,고기/구이
9355.0,네오피자춘천점,,,
9372.0,원주맛통닭,,,
9374.0,토대력(춘천점),토대력 꼬치세트,,양식
9374.0,토대력(춘천점),매운 닭세트,,치킨
9374.0,토대력(춘천점),닭산적 꼬치,,치킨
9384.0,석사반점,,,
9393.0,불난집,모듬구이(200g),"15,000                            ",고기/구이
9393.0,불난집,돼지갈비(350g),"14,000                            ",고기/구이
9393.0,불난집,한우등심(200g),"33,000                            ",고기/구이
9394.0,팔호스넥,왕짱구김밥(8개),"3,000                            ",양식
9394.0,팔호스넥,고기왕만두(8개),"3,000                            ",고기/구이
9394.0,팔호스넥,고기만두(10개),"3,000                            ",고기/구이
9395.0,빙수의집,인절미팥빙수,"9,900                            ",백반
9395.0,빙수의집,오레오초코빙수,"13,500                            ",회
9395.0,빙수의집,딸기셔벳빙수,"13,500                            ",국수
9404.0,비와별닭갈비애막골점,원조 닭갈비 (300g),"15,000                            ",고기/구이
9404.0,비와별닭갈비애막골점,매운 닭갈비 (300g),"15,000                            ",고기/구이
9404.0,비와별닭갈비애막골점,모짜렐라치즈 닭갈비 (300g),"19,000                            ",고기/구이
9405.0,김양비어앤포차춘천석사점,,,
9406.0,환희관,한판구이 통삼겹,"15,000                            ",고기/구이
9406.0,환희관,한판구이 통목살,"15,000                            ",고기/구이
9406.0,환희관,한판구이 통껍데기,"9,000                            ",백반
9407.0,시민닭갈비,,,
9415.0,은혜네해물칼국수,해물칼국수,"7,000                            ",국수
9415.0,은혜네해물칼국수,해물만두칼국수,"7,000                            ",국수
9415.0,은혜네해물칼국수,장칼국수,"6,000                            ",국수
9417.0,용수골순두부,,,
9418.0,썬호프,마른안주류,,양식
9418.0,썬호프,노가리,,고기/구이
9418.0,썬호프,먹태,,양식
9422.0,주동아리,후라이드치킨,,치킨
9422.0,주동아리,작은피자,,피자
9422.0,주동아리,피자,,피자
9423.0,감미옥설렁탕,꼬리곰탕,"18,000                            ",국밥
9423.0,감미옥설렁탕,도가니탕,"16,000                            ",국밥
9423.0,감미옥설렁탕,갈비탕,"16,000                            ",고기/구이
9429.0,밀밭해물칼국수,해물칼국수,"8,000                            ",국수
9429.0,밀밭해물칼국수,바지락칼국수,"9,000                            ",국수
9429.0,밀밭해물칼국수,수제비해물칼국수,"9,000                            ",국수
9430.0,옛날잔치국수,잔치국수 (보통),"4,000                            ",국수
9430.0,옛날잔치국수,비빔국수 (보통),"5,000                            ",국수
9430.0,옛날잔치국수,닭똥집,"10,000                            ",치킨
9439.0,비비큐(BBQ)(애막골점),BBQ 양념치킨,"21,500                            ",고기/구이
9439.0,비비큐(BBQ)(애막골점),황올 반+BBQ양념 반,"21,000                            ",회
9439.0,비비큐(BBQ)(애막골점),바삭갈릭,"21,000                            ",중식
9440.0,삼겹천하,생삼겹살 (200g),"12,000                            ",고기/구이
9440.0,삼겹천하,오겹살 (200g),"12,000                            ",고기/구이
9440.0,삼겹천하,목살소금구이 (200g),"12,000                            ",고기/구이
9441.0,모퉁이식당,감자전,,양식
9441.0,모퉁이식당,크림수제비,,국수
9441.0,모퉁이식당,육회,,회
9442.0,인생건어물(석사점),칠리새우,"12,900                            ",중식
9442.0,인생건어물(석사점),크림새우,"12,900                            ",분식
9442.0,인생건어물(석사점),매콤감바스,"14,900                            ",회
9454.0,미화네떡볶이,,,
9455.0,화천집,두부북어찜 (대),"26,000                            ",찜/탕/찌개
9455.0,화천집,두부북어찜 (중),"19,000                            ",양식
9455.0,화천집,콩국수,"7,000                            ",국수
9456.0,양지식당,돼지갈비,"12,000                            ",고기/구이
9456.0,양지식당,생삼겹살,"12,000                            ",양식
9456.0,양지식당,고추장삼겹살,"12,000                            ",양식
9463.0,솔막국수,,,
9469.0,모녀밥상,떡만두라면,"6,000                            ",양식
9469.0,모녀밥상,제육쌈밥,"8,000                            ",고기/구이
9469.0,모녀밥상,동태찌개,"7,000                            ",찜/탕/찌개
9470.0,원나잇앤갓츠킹춘천효자점,,,
9476.0,청진동양평해장국한우국밥,,,
9480.0,술또,,,
9502.0,"우기다, 방",에스프레소,"3,000                            ",양식
9502.0,"우기다, 방",아메리카노,"3,500                            ",양식
9502.0,"우기다, 방",카페라떼,"4,000                            ",백반
9513.0,역전할머니맥주춘천애막골점,버터구이 오징어입,,고기/구이
9513.0,역전할머니맥주춘천애막골점,한치,,중식
9513.0,역전할머니맥주춘천애막골점,먹태,,양식
9516.0,대전흑염소국밥,전골(1인분),"17,000                            ",고기/구이
9516.0,대전흑염소국밥,삼계탕,"13,000                            ",중식
9516.0,대전흑염소국밥,등갈비묵은지김치찜,변동가격                            ,고기/구이
9519.0,고봉민김밥인춘천석사점,고구마치즈돈까스,,돈까스
9519.0,고봉민김밥인춘천석사점,고봉민김밥,,양식
9519.0,고봉민김밥인춘천석사점,고봉민돈까스,,분식
9520.0,빈체로(Vincero),마레 에 몬띠,"12,800                            ",회
9520.0,빈체로(Vincero),알마이스,"10,800                            ",양식
9520.0,빈체로(Vincero),고르곤졸라,"12,500                            ",양식
9526.0,가정식당,,,
9528.0,밸브,싱글 오리진 드립 커피 (스페셜티),"5,000                            ",양식
9528.0,밸브,스페셜티 원두 100g,"8,000                            ",백반
9528.0,밸브,뉴욕 치즈 케익,"4,000                            ",양식
9529.0,이디야춘천애막골점,콜드브루 니트로,,회
9529.0,이디야춘천애막골점,민트모카,,백반
9529.0,이디야춘천애막골점,바닐라 라떼,,백반
9531.0,자담치킨애막골점,티키타코순살치킨,,치킨
9531.0,자담치킨애막골점,소보로치킨,,치킨
9531.0,자담치킨애막골점,불패순살치킨,,치킨
9532.0,치치,바지락얼큰우동,"7,500                            ",중식
9532.0,치치,찹쌀탕수육,"7,000                            ",국밥
9532.0,치치,피쉬앤칩스,"6,000                            ",치킨
9536.0,마타네식당,규동,,양식
9536.0,마타네식당,우동,,국수
9536.0,마타네식당,치킨가라아게,,치킨
9540.0,찍찍이네,,,
9542.0,명랑시대쌀핫도그강원대점,명랑이네 감자 핫도그,,양식
9542.0,명랑시대쌀핫도그강원대점,명랑이네 점보 핫도그,,고기/구이
9542.0,명랑시대쌀핫도그강원대점,명랑이네 반반모짜 핫도그,,양식
9543.0,봄내골프클럽,,,
9546.0,가마솥통닭,노가리,"10,000                            ",고기/구이
9546.0,가마솥통닭,한치,"10,000                            ",중식
9546.0,가마솥통닭,오징어,"10,000                            ",고기/구이
9549.0,허수아비,,,
9558.0,진능이한방오리,,,
9560.0,유키바,,,
9567.0,나눔화로숯불구이,갈매기살,,고기/구이
9567.0,나눔화로숯불구이,가브리살,,회
9567.0,나눔화로숯불구이,삼겹살,,고기/구이
9568.0,서해안생찜,조개찜(2인),"39,000                            ",찜/탕/찌개
9568.0,서해안생찜,돌문어숙회(500g),"38,000                            ",회
9568.0,서해안생찜,새우소금구이,"29,000                            ",고기/구이
9570.0,월담,순두부찌개,,찜/탕/찌개
9570.0,월담,김치전,,양식
9570.0,월담,어묵전골,,양식
9576.0,수내닭꼬치,떡 닭꼬치,"2,500                            ",치킨
9576.0,수내닭꼬치,파 닭꼬치,"2,500                            ",치킨
9576.0,수내닭꼬치,베이컨말이꼬치,"2,500                            ",분식
9581.0,미가쭈꾸미,,,
9583.0,스푼,(평일)소고기샤브샤브 런치SET (1인분),"8,000                            ",고기/구이
9583.0,스푼,(평일)소고기샤브샤브 런치무한리필 (1인분),"15,000                            ",고기/구이
9583.0,스푼,(디너)소고기 샤브샤브 (1인분),"11,000                            ",고기/구이
9585.0,왕가마솥뚜껑,냉면,,국수
9585.0,왕가마솥뚜껑,목살,,양식
9585.0,왕가마솥뚜껑,왕가마모듬구이,,양식
9586.0,굽네치킨 춘천효자점,오리지널+바질토마토피자(8인치),"25,000                            ",피자
9586.0,굽네치킨 춘천효자점,스윗콘치즈피자(8인치)+볼케이노,"27,000                            ",양식
9586.0,굽네치킨 춘천효자점,고추바사삭+바질토마토피자(8인치)+볼로네제,"33,500                            ",피자
9591.0,신남큰집궁중삼계탕,궁중삼계탕,"16,000                            ",찜/탕/찌개
9591.0,신남큰집궁중삼계탕,누룽지삼계탕,"17,000                            ",백반
9591.0,신남큰집궁중삼계탕,닭매운탕,"50,000                            ",치킨
9593.0,서상,,,
9598.0,쿠바,,,
9602.0,풍류,,,
9603.0,온돌집,시래기갈비찜 (2인),"42,000                            ",고기/구이
9603.0,온돌집,시래기갈비찜 (3인),"60,000                            ",고기/구이
9603.0,온돌집,시래기갈비찜 (4인),"78,000                            ",고기/구이
9613.0,비노,해산물 리조또,"15,000                            ",양식
9613.0,비노,라자냐(예약 권장),"18,000                            ",고기/구이
9613.0,비노,마르게리따 피자,"16,000                            ",피자
9615.0,석사CGV점 치킨매니아,마일드후라이드,,치킨
9615.0,석사CGV점 치킨매니아,새우치킨,,치킨
9615.0,석사CGV점 치킨매니아,양념치킨,,치킨
9629.0,고우국밥,특순대국,,국밥
9629.0,고우국밥,순댓국,,국수
9629.0,고우국밥,술국,,양식
9645.0,봄내활어,,,
9646.0,황토주막,후라이드치킨,"12,000                            ",치킨
9646.0,황토주막,핫양념치킨,"13,000                            ",치킨
9646.0,황토주막,양념치킨,"13,000                            ",치킨
9647.0,메가엠지씨커피춘천봄내초점,아메리카노,,양식
9647.0,메가엠지씨커피춘천봄내초점,카푸치노,,피자
9647.0,메가엠지씨커피춘천봄내초점,꿀아메리카노,,양식
9648.0,봄내치킨앤떡볶이,,,
9651.0,스시원춘천석사점,모듬사시미 (15PCS),"22,000                            ",회
9651.0,스시원춘천석사점,연어사시미 (5PCS),"8,000                            ",고기/구이
9651.0,스시원춘천석사점,참치 사시미 (5PCS),"8,000                            ",회
9656.0,만나돈가스,생선까스,,분식
9656.0,만나돈가스,치킨까스,,치킨
9656.0,만나돈가스,왕돈까스,,돈까스
9658.0,오필승닭발애막골점,,,
9666.0,아지트(AZIT),아메리카노,"3,500                            ",양식
9666.0,아지트(AZIT),카페라떼,"4,000                            ",백반
9666.0,아지트(AZIT),카페모카,"4,500                            ",분식
9670.0,신전떡볶이퇴계석사점,떡볶이,,분식
9670.0,신전떡볶이퇴계석사점,치즈떡볶이,,양식
9670.0,신전떡볶이퇴계석사점,튀김오뎅,,분식
9673.0,정통매운갈비찜,,,
9676.0,쟈티,,,
9680.0,참숯대구막창,,,
9681.0,궁채석갈비춘천점,석갈비,,양식
9681.0,궁채석갈비춘천점,갈비냉면,,고기/구이
9681.0,궁채석갈비춘천점,갈비탕,,고기/구이
9682.0,석사치킨엔호프,후라이드,"12,000                            ",치킨
9682.0,석사치킨엔호프,양념치킨,"13,500                            ",치킨
9682.0,석사치킨엔호프,마늘간장치킨,"13,500                            ",치킨
9691.0,신촌돈까스,돈까스,"4,000                            ",국수
9691.0,신촌돈까스,제육덮밥,"4,000                            ",국밥
9691.0,신촌돈까스,김치볶음밥,"4,000                            ",양식
9692.0,효자소머리해장국,,,
9695.0,돌돌생삼겹살,생삼겹살(200g),"7,000                            ",고기/구이
9695.0,돌돌생삼겹살,제육볶음(점심특선),"5,000                            ",고기/구이
9695.0,돌돌생삼겹살,생삼겹살 국내산(200g),"11,000                            ",고기/구이
9696.0,왕짱구,왕짱구김밥 (8개),"3,000                            ",양식
9696.0,왕짱구,고기만두 (10개),"3,000                            ",고기/구이
9696.0,왕짱구,고기왕만두 (8개),"3,000                            ",고기/구이
9700.0,마루,한우불고기정식 (1인분),"13,000                            ",고기/구이
9700.0,마루,된장정식,"9,000                            ",양식
9700.0,마루,청국장,"9,000                            ",백반
9703.0,찜이랑탕이랑,,,
9706.0,정원,에스프레소,"4,000                            ",양식
9706.0,정원,아메리카노,"4,000                            ",양식
9706.0,정원,카페라떼,"4,500                            ",백반
9727.0,밀보리식당,,,
9728.0,가리미김밥봄내점,,,
9730.0,중화요리죽향,자장면,"6,000                            ",중식
9730.0,중화요리죽향,짬뽕,"7,000                            ",중식
9730.0,중화요리죽향,볶음밥,"7,000                            ",양식
9731.0,맘스터치춘천석사CGV점,딥치즈버거,,버거
9731.0,맘스터치춘천석사CGV점,싸이버거,,회
9731.0,맘스터치춘천석사CGV점,디럭스불고기버거,,고기/구이
9732.0,우리해장국,선지해장국,,국밥
9732.0,우리해장국,양지해장국,,국수
9732.0,우리해장국,해장국,,국밥
9740.0,우마이,,,
9741.0,서래맥주집,매운 갈매기살 튀김,"14,000                            ",고기/구이
9741.0,서래맥주집,매운 갈매기살 튀김 샐러드,"15,000                            ",고기/구이
9741.0,서래맥주집,우삼겹 숙주 볶음,"15,000                            ",고기/구이
9744.0,태양부양꼬치,양꼬치 (10꼬치),"12,000                            ",분식
9744.0,태양부양꼬치,양갈비살 (10꼬치),"14,000                            ",고기/구이
9744.0,태양부양꼬치,양등갈비 (300g),"18,000                            ",고기/구이
9745.0,차이나게이트,,,
9770.0,모리,,,
9772.0,하하산꼼장어,산꼼장어,"16,000                            ",백반
9772.0,하하산꼼장어,양념꼼장어,"17,000                            ",고기/구이
9772.0,하하산꼼장어,양념소갈비살,"15,000                            ",고기/구이
9779.0,본래순대춘천애막골점,본래순대국,"8,000                            ",분식
9779.0,본래순대춘천애막골점,얼큰순대국,"8,500                            ",국밥
9779.0,본래순대춘천애막골점,더진한순대국,"8,500                            ",분식
9789.0,이삭토스트강원대점,햄치즈 토스트,,양식
9789.0,이삭토스트강원대점,아이스티,,회
9789.0,이삭토스트강원대점,녹차,,백반
9790.0,지정환임실치즈피자,나홀로박스 R,"23,000                            ",양식
9790.0,지정환임실치즈피자,모자이크피자 L,"31,000                            ",피자
9790.0,지정환임실치즈피자,할루미피자 L,"32,000                            ",양식
9793.0,김밥나라,김밥,"2,000                            ",양식
9793.0,김밥나라,라면,"3,000                            ",국수
9793.0,김밥나라,쫄면,"5,000                            ",국수
9796.0,어서오소,무한리필,"13,500                            ",회
9796.0,어서오소,생삼겹살(200g),"8,000                            ",고기/구이
9796.0,어서오소,항정살(200g),"8,000                            ",찜/탕/찌개
9802.0,짝패,,,
9809.0,쭌이네생모듬구이,뒷고기모듬 (소) (550g),"36,000                            ",고기/구이
9809.0,쭌이네생모듬구이,갈매기살 (200g),"15,000                            ",고기/구이
9809.0,쭌이네생모듬구이,돼지갈비 (300g),"15,000                            ",고기/구이
9813.0,더술(The Sul),,,
9817.0,쪼끼쪼끼(석사3호점),양념후라이드치킨,,치킨
9817.0,쪼끼쪼끼(석사3호점),사이후라이드치킨,,치킨
9817.0,쪼끼쪼끼(석사3호점),골뱅이&사이후라이드치킨,,고기/구이
9831.0,치치,바지락얼큰우동,"7,500                            ",중식
9831.0,치치,찹쌀탕수육,"7,000                            ",국밥
9831.0,치치,피쉬앤칩스,"6,000                            ",치킨
9838.0,네네치킨효자점,레드마블치킨,"20,000                            ",치킨
9838.0,네네치킨효자점,코찡마요치킨,"20,000                            ",치킨
9838.0,네네치킨효자점,청양마요치킨,"20,000                            ",치킨
9839.0,우물막국수,닭갈비 (1인분),"10,000                            ",고기/구이
9839.0,우물막국수,막국수,"6,000                            ",국수
9839.0,우물막국수,막국수곱배기,"7,000                            ",국수
9849.0,아리랑떡볶이,즉석떡볶이 (2인분),"10,000                            ",분식
9849.0,아리랑떡볶이,즉석떡볶이 (3인분),"15,000                            ",분식
9849.0,아리랑떡볶이,즉석떡볶이 (4인분),"20,000                            ",분식
9851.0,다릿골소나무,삼겹살 (200g),"15,000                            ",고기/구이
9851.0,다릿골소나무,목살 (100g),"15,000                            ",고기/구이
9851.0,다릿골소나무,가브리살 (200g),"15,000                            ",고기/구이
9864.0,학곡리막국수닭갈비,뼈없는 닭갈비 (1인분),"15,000                            ",고기/구이
9864.0,학곡리막국수닭갈비,닭내장 (1인분),"15,000                            ",치킨
9864.0,학곡리막국수닭갈비,막국수,"9,000                            ",국수
9865.0,조부자순대국(강대점),순대국밥,"7,000                            ",국밥
9865.0,조부자순대국(강대점),우거지순대국,"8,000                            ",국밥
9865.0,조부자순대국(강대점),순대 (특) 국밥,"9,000                            ",국밥
9869.0,효자동설렁탕효자점,효자동설렁탕,"10,000                            ",양식
9869.0,효자동설렁탕효자점,효자동설렁탕 (특),"13,000                            ",국밥
9869.0,효자동설렁탕효자점,얼큰설렁탕,"11,000                            ",국밥
9874.0,홍가스무숲점,녹두김치전,,백반
9874.0,홍가스무숲점,모둠전,,회
9874.0,홍가스무숲점,홍합죽,,양식
9876.0,투다리(뜨란채점),우동,,국수
9876.0,투다리(뜨란채점),태양초치즈닭갈비,,고기/구이
9876.0,투다리(뜨란채점),모래집볶음,,양식
9877.0,춘천명품닭갈비,,,
9879.0,루앤루,짜장면,"4,800                            ",중식
9879.0,루앤루,짬뽕,"5,800                            ",중식
9879.0,루앤루,간짜장,"5,800                            ",중식
9883.0,쿄시로,,,
9886.0,특별미기사식당,백반,"7,000                            ",백반
9886.0,특별미기사식당,뽀글장,"7,000                            ",양식
9886.0,특별미기사식당,비빔밥,"7,000                            ",양식
9893.0,우리동네국수집,김치전,,양식
9893.0,우리동네국수집,장칼국수,,국수
9893.0,우리동네국수집,들깨칼국수,,국수
9897.0,미소네,,,
9899.0,신낙지마루,오징어볶음 (1인),"8,000                            ",고기/구이
9899.0,신낙지마루,쭈꾸미볶음 (1인),"8,000                            ",고기/구이
9899.0,신낙지마루,낙지볶음 (1인),"9,000                            ",고기/구이
9900.0,치킨형님,,,
9901.0,오징어천국,산오징어회,"15,000                            ",회
9901.0,오징어천국,광어세꼬시,"15,000                            ",회
9901.0,오징어천국,알탕,"18,000                            ",회
9905.0,흥부전,동태찌개,,찜/탕/찌개
9905.0,흥부전,해물파전,,양식
9905.0,흥부전,부추전,,양식
9918.0,나그랑,도리탕,,회
9918.0,나그랑,감자탕,,찜/탕/찌개
9918.0,나그랑,통닭,,치킨
9922.0,쏠라시,,,
9926.0,도토리네집,도토리임자탕,"7,000                            ",국밥
9926.0,도토리네집,도토리전,"5,000                            ",회
9926.0,도토리네집,동그랑땡,"7,000                            ",고기/구이
9927.0,양평신내서울해장국,본 해장국,"9,000                            ",국밥
9927.0,양평신내서울해장국,본 해장국(특),"10,000                            ",국밥
9927.0,양평신내서울해장국,선지해장국,"9,000                            ",국밥
9930.0,문어랑,문어 삼합(중),"35,000                            ",중식
9930.0,문어랑,문어 파전,"18,000                            ",양식
9930.0,문어랑,생연어회(중),"20,000                            ",회
9931.0,해송,쭈꾸미볶음,"8,000                            ",고기/구이
9931.0,해송,전복영양돌솥밥,"9,000                            ",양식
9931.0,해송,연포탕+쭈꾸미볶음,"47,000                            ",고기/구이
9933.0,슈퍼스타,,,
9949.0,서울감자탕,감자탕 (소),"27,000                            ",중식
9949.0,서울감자탕,감자탕 (중),"33,000                            ",중식
9949.0,서울감자탕,감자탕 (대),"38,000                            ",회
9954.0,마당,암퇘기 삼겹살 (200g),"11,000                            ",고기/구이
9954.0,마당,암퇘지 목살 (200g),"11,000                            ",고기/구이
9954.0,마당,꽃살 (150g),"18,000                            ",고기/구이
9956.0,우정죽강대병원점,,,
9958.0,감식당,다슬기능이오리백숙,"60,000                            ",회
9958.0,감식당,다슬해장국,"8,000                            ",국밥
9958.0,감식당,김치찌개,"7,000                            ",찜/탕/찌개
9960.0,촌닭두마리,옛날통닭 (한마리),"8,500                            ",치킨
9960.0,촌닭두마리,누드옛날통닭 (한마리),"8,500                            ",치킨
9960.0,촌닭두마리,옛날양념통닭 (한마리),"10,500                            ",치킨
9963.0,화로불,생삼겹살(200g),"13,000                            ",고기/구이
9963.0,화로불,돼지갈비(300g),"12,000                            ",고기/구이
9963.0,화로불,돼지목살(200g),"12,000                            ",고기/구이
9966.0,자미왕갈비해장국,섞어탕(특),"9,000                            ",국밥
9966.0,자미왕갈비해장국,섞어탕(보),"8,000                            ",회
9966.0,자미왕갈비해장국,우거지갈비해장국(특),"11,000                            ",국밥
9972.0,그레이존,,,
9973.0,소주신랑보쌈부인,점심특선(9시~17시),"7,000                            ",중식
9973.0,소주신랑보쌈부인,Dinner(소),"14,000                            ",죽
9973.0,소주신랑보쌈부인,Dinner(중),"21,000                            ",죽
9976.0,7.5닭갈비,무뼈 닭갈비,"12,000                            ",고기/구이
9976.0,7.5닭갈비,닭내장,"12,000                            ",치킨
9976.0,7.5닭갈비,막국수,"6,000                            ",국수
9980.0,든든,샐러드,,양식
9980.0,든든,샌드위치,,양식
9980.0,든든,핫도그,,고기/구이
9982.0,교촌치킨(효자점),교촌오리지날,"19,000                            ",치킨
9982.0,교촌치킨(효자점),교촌콤보,"22,000                            ",분식
9982.0,교촌치킨(효자점),교촌윙,"22,000                            ",치킨
9983.0,스무숲동해곰치,곰치탕,"15,000                            ",백반
9983.0,스무숲동해곰치,알내장탕,"9,000                            ",분식
9983.0,스무숲동해곰치,장치찜(중),"38,000                            ",양식
9990.0,부산산꼼장어,꼼장어 구이(170g),"9,000                            ",고기/구이
9990.0,부산산꼼장어,소곱창(200g),"14,900                            ",고기/구이
9990.0,부산산꼼장어,돼지막창(150g),"9,000                            ",고기/구이
9992.0,경양미가,,,
9997.0,우리순대국,내장탕,"10,000                            ",고기/구이
9997.0,우리순대국,순대국,"6,000                            ",국밥
9997.0,우리순대국,순대국 (특),"7,000                            ",국밥
10000.0,청년다방춘천CGV점,통큰오짱 떡볶이,,분식
10000.0,청년다방춘천CGV점,차돌 떡볶이,,고기/구이
10000.0,청년다방춘천CGV점,불향가득차돌덮밥,,국밥
10001.0,삼시세끼,부대찌개,"8,000                            ",국밥
10001.0,삼시세끼,우렁이제육쌈밥,"8,000                            ",고기/구이
10001.0,삼시세끼,불고기(300g),"12,000                            ",고기/구이
10011.0,더벤티강원대점,흑설탕 버블티,,백반
10011.0,더벤티강원대점,아메리카노,,양식
10011.0,더벤티강원대점,카페라떼,,백반
10014.0,효자동솥뚜껑애막골점,삼겹살추가,,고기/구이
10014.0,효자동솥뚜껑애막골점,목살추가,,고기/구이
10014.0,효자동솥뚜껑애막골점,흑돼지삼겹살,,고기/구이
10021.0,대판,소 무한리필(대인),"18,500                            ",고기/구이
10021.0,대판,돼지 무한리필(대인),"11,000                            ",고기/구이
10021.0,대판,등심(1인분),"12,000                            ",고기/구이
10024.0,퍼플,,,
10025.0,처음처럼,,,
10041.0,춘천집,회냉면,"1,000                            ",양식
10041.0,춘천집,비빔냉면,"9,000                            ",양식
10041.0,춘천집,물냉면,"9,000                            ",양식
10051.0,소셜하우스,배추 샐러드,"9,000                            ",양식
10051.0,소셜하우스,시저 샐러드,"12,500                            ",양식
10051.0,소셜하우스,에그 인 헬,"15,000                            ",양식
10054.0,전상철갈비탕집,갈비탕,"15,000                            ",고기/구이
